"hv271","DHSID","LATNUM","LONGNUM","ctr","year","ctr_name"
1.01126192307692,"AO201500000034",-8.586355,13.656795,"AO",2015,"Angola"
-0.281258846153846,"AO201500000035",-9.674744,20.379196,"AO",2015,"Angola"
0.855213846153846,"AO201500000036",-9.531624,16.334123,"AO",2015,"Angola"
-0.925258846153846,"AO201500000037",-13.268225,16.286991,"AO",2015,"Angola"
0.754266153846154,"AO201500000038",-12.538077,13.48618,"AO",2015,"Angola"
-0.614780384615385,"AO201500000039",-10.08032,17.556974,"AO",2015,"Angola"
-1.30902192307692,"AO201500000040",-13.970785,13.681502,"AO",2015,"Angola"
-0.789646153846154,"AO201500000041",-14.744742,17.72352,"AO",2015,"Angola"
1.72139769230769,"AO201500000042",-8.924553,13.172158,"AO",2015,"Angola"
-0.636515384615385,"AO201500000043",-9.045968,16.000738,"AO",2015,"Angola"
1.53843916666667,"AO201500000044",-8.879486,13.295112,"AO",2015,"Angola"
0.850109230769231,"AO201500000045",-9.685429,14.441534,"AO",2015,"Angola"
-0.537590384615385,"AO201500000046",-12.473333,14.156655,"AO",2015,"Angola"
0.364394615384615,"AO201500000047",-15.210033,12.164757,"AO",2015,"Angola"
0.0417123076923077,"AO201500000048",-13.592402,13.946598,"AO",2015,"Angola"
0.0686468,"AO201500000049",-15.117018,12.150391,"AO",2015,"Angola"
-1.25466230769231,"AO201500000050",-17.048687,16.503162,"AO",2015,"Angola"
-0.436066923076923,"AO201500000051",-8.466017,15.260658,"AO",2015,"Angola"
-0.788951923076923,"AO201500000052",-11.11256,23.708107,"AO",2015,"Angola"
0.655811538461538,"AO201500000053",-6.14914,12.359349,"AO",2015,"Angola"
0.527036923076923,"AO201500000054",-9.677145,20.395768,"AO",2015,"Angola"
-0.3811984,"AO201500000055",-6.257807,14.21544,"AO",2015,"Angola"
-0.711909615384615,"AO201500000056",-10.899427,16.091439,"AO",2015,"Angola"
-0.310342692307692,"AO201500000057",-6.1072,14.628845,"AO",2015,"Angola"
0.594028461538462,"AO201500000058",-9.551154,16.360042,"AO",2015,"Angola"
1.625739,"AO201500000059",-12.757253,15.756708,"AO",2015,"Angola"
0.391341923076923,"AO201500000060",-8.424109,20.735781,"AO",2015,"Angola"
1.28210076923077,"AO201500000061",-15.186579,12.172009,"AO",2015,"Angola"
0.443785384615385,"AO201500000062",-12.64765,13.377255,"AO",2015,"Angola"
-0.621356153846154,"AO201500000063",-9.004046,20.412949,"AO",2015,"Angola"
-0.570489615384615,"AO201500000064",-8.780813,18.00381,"AO",2015,"Angola"
-1.21841833333333,"AO201500000065",-17.193086,15.590494,"AO",2015,"Angola"
1.00465307692308,"AO201500000066",-8.808396,13.33674,"AO",2015,"Angola"
0.200036,"AO201500000067",-4.766244,12.51069,"AO",2015,"Angola"
1.10102346153846,"AO201500000068",-8.845366,13.326872,"AO",2015,"Angola"
2.289615,"AO201500000069",-8.888918,13.483642,"AO",2015,"Angola"
0.602996153846154,"AO201500000070",-15.224634,12.176025,"AO",2015,"Angola"
0.1568144,"AO201500000071",-6.136926,12.35474,"AO",2015,"Angola"
1.02934269230769,"AO201500000072",-9.320071,14.906135,"AO",2015,"Angola"
0.157685384615385,"AO201500000073",-11.75671,19.922087,"AO",2015,"Angola"
0.318988846153846,"AO201500000074",-6.142472,12.3597,"AO",2015,"Angola"
-0.715581923076923,"AO201500000075",-7.487095,16.22542,"AO",2015,"Angola"
0.788495,"AO201500000076",-8.615344,13.546773,"AO",2015,"Angola"
0.145185,"AO201500000077",-4.653519,12.731428,"AO",2015,"Angola"
-0.81373,"AO201500000078",-6.613281,15.776278,"AO",2015,"Angola"
-0.8489748,"AO201500000079",-15.644771,20.891849,"AO",2015,"Angola"
-0.426451153846154,"AO201500000080",-8.441921,20.717824,"AO",2015,"Angola"
1.08688653846154,"AO201500000081",-12.586147,13.427717,"AO",2015,"Angola"
1.0526264,"AO201500000082",-5.601466,12.191756,"AO",2015,"Angola"
0.973852307692308,"AO201500000083",-15.200578,12.168686,"AO",2015,"Angola"
-0.999859230769231,"AO201500000084",-17.957551,20.938078,"AO",2015,"Angola"
-0.478711538461538,"AO201500000085",-10.71007,22.213614,"AO",2015,"Angola"
0.838411538461538,"AO201500000086",-11.775803,19.900256,"AO",2015,"Angola"
-0.683455384615385,"AO201500000087",-12.43178,16.778168,"AO",2015,"Angola"
0.5563244,"AO201500000088",-15.142602,12.177361,"AO",2015,"Angola"
-0.846923076923077,"AO201500000089",-17.778163,19.187323,"AO",2015,"Angola"
-0.941221153846154,"AO201500000090",-15.014207,19.030061,"AO",2015,"Angola"
-0.399314230769231,"AO201500000091",-12.528704,15.809659,"AO",2015,"Angola"
0.983103076923077,"AO201500000092",-15.800169,11.858776,"AO",2015,"Angola"
-0.711452307692308,"AO201500000093",-9.330304,14.243508,"AO",2015,"Angola"
0.8463588,"AO201500000094",-7.617862,15.022488,"AO",2015,"Angola"
-0.416108846153846,"AO201500000095",-9.562791,16.324651,"AO",2015,"Angola"
-0.754013461538461,"AO201500000096",-13.819753,21.485634,"AO",2015,"Angola"
-0.603081153846154,"AO201500000097",-13.059614,15.782795,"AO",2015,"Angola"
-1.01517153846154,"AO201500000098",-6.362546,16.414454,"AO",2015,"Angola"
-0.86805,"AO201500000099",-10.18092,21.354601,"AO",2015,"Angola"
1.76455538461538,"AO201500000100",-15.186028,12.160149,"AO",2015,"Angola"
0.245066153846154,"AO201500000101",-9.26857,15.229294,"AO",2015,"Angola"
-0.805429615384616,"AO201500000102",-12.472245,16.470441,"AO",2015,"Angola"
-1.21133615384615,"AO201500000103",-13.361194,14.13088,"AO",2015,"Angola"
-0.644086538461538,"AO201500000104",-7.516461,15.699676,"AO",2015,"Angola"
-0.914787307692307,"AO201500000105",-6.02191,15.75782,"AO",2015,"Angola"
0.526456538461539,"AO201500000106",-14.747984,14.979619,"AO",2015,"Angola"
-1.3893368,"AO201500000107",-17.033552,14.824684,"AO",2015,"Angola"
0.849135,"AO201500000108",-9.019286,13.114102,"AO",2015,"Angola"
-0.492098076923077,"AO201500000109",-9.536969,17.788682,"AO",2015,"Angola"
-1.25292961538462,"AO201500000110",-17.294477,16.029036,"AO",2015,"Angola"
0.2891248,"AO201500000111",-7.399771,20.822809,"AO",2015,"Angola"
1.72825653846154,"AO201500000112",-8.910408,13.264357,"AO",2015,"Angola"
0.737972307692308,"AO201500000113",-9.027422,13.386717,"AO",2015,"Angola"
-1.12192076923077,"AO201500000114",-16.180494,15.785886,"AO",2015,"Angola"
0.368925,"AO201500000115",-7.220066,12.86575,"AO",2015,"Angola"
-1.20471769230769,"AO201500000116",-16.758898,15.877738,"AO",2015,"Angola"
-1.04979115384615,"AO201500000117",-6.363958,16.657312,"AO",2015,"Angola"
-0.833062307692308,"AO201500000118",-7.620021,16.177563,"AO",2015,"Angola"
0.310020384615385,"AO201500000119",-7.594098,15.039044,"AO",2015,"Angola"
-0.230436153846154,"AO201500000120",-13.042309,14.263358,"AO",2015,"Angola"
0.650864615384615,"AO201500000121",-5.607514,12.200821,"AO",2015,"Angola"
-0.778366,"AO201500000122",-11.970251,14.063479,"AO",2015,"Angola"
-0.862767307692307,"AO201500000123",-11.866695,15.541286,"AO",2015,"Angola"
1.21023083333333,"AO201500000124",-5.593386,12.206088,"AO",2015,"Angola"
0.235335,"AO201500000125",-8.751703,15.380683,"AO",2015,"Angola"
1.22631307692308,"AO201500000126",-8.804702,13.284991,"AO",2015,"Angola"
-1.03856346153846,"AO201500000127",-12.126117,17.61125,"AO",2015,"Angola"
0.799291538461538,"AO201500000128",-9.679307,14.427823,"AO",2015,"Angola"
-0.577230769230769,"AO201500000129",-8.546458,15.311492,"AO",2015,"Angola"
-0.788546923076923,"AO201500000130",-11.368861,16.136431,"AO",2015,"Angola"
-0.790813076923077,"AO201500000131",-12.225834,20.374857,"AO",2015,"Angola"
0.904514230769231,"AO201500000132",-5.563622,12.210229,"AO",2015,"Angola"
-0.421963846153846,"AO201500000133",-9.669557,20.367843,"AO",2015,"Angola"
1.41683807692308,"AO201500000134",-8.80611,13.277665,"AO",2015,"Angola"
0.899521923076923,"AO201500000135",-8.589805,13.640789,"AO",2015,"Angola"
-0.748222692307692,"AO201500000136",-10.956056,14.587493,"AO",2015,"Angola"
-1.02142461538462,"AO201500000137",-16.31879526,12.6137992,"AO",2015,"Angola"
1.31519153846154,"AO201500000138",-8.88011,13.385518,"AO",2015,"Angola"
-1.17618769230769,"AO201500000139",-15.599007,13.417271,"AO",2015,"Angola"
-0.791806153846154,"AO201500000140",-12.222153,16.644706,"AO",2015,"Angola"
-0.09419,"AO201500000141",-6.069252,15.127256,"AO",2015,"Angola"
0.108980384615385,"AO201500000142",-12.748934,15.683734,"AO",2015,"Angola"
0.65248,"AO201500000143",-8.886009,13.294562,"AO",2015,"Angola"
0.0353432,"AO201500000144",-12.757555,15.735795,"AO",2015,"Angola"
-0.0126666666666667,"AO201500000145",-12.745172,15.768382,"AO",2015,"Angola"
-0.671167307692308,"AO201500000146",-9.484826,20.376952,"AO",2015,"Angola"
0.2458472,"AO201500000147",-17.371023,15.890687,"AO",2015,"Angola"
0.349265,"AO201500000148",-15.190237,12.185573,"AO",2015,"Angola"
-0.921758846153846,"AO201500000149",-11.668122,14.147692,"AO",2015,"Angola"
-0.871053461538462,"AO201500000150",-11.890309,16.984376,"AO",2015,"Angola"
0.443816538461538,"AO201500000151",-7.239461,12.880279,"AO",2015,"Angola"
0.932798846153846,"AO201500000152",-6.126775,12.340731,"AO",2015,"Angola"
-0.860040384615385,"AO201500000153",-11.750668,19.654028,"AO",2015,"Angola"
-0.754943846153846,"AO201500000154",-11.653346,20.518765,"AO",2015,"Angola"
-0.889913846153846,"AO201500000155",-15.178039,13.75617,"AO",2015,"Angola"
1.03482619047619,"AO201500000156",-8.878203,13.228434,"AO",2015,"Angola"
-1.24210923076923,"AO201500000157",-14.13470055,13.53974835,"AO",2015,"Angola"
-0.755145769230769,"AO201500000158",-7.718385,14.122619,"AO",2015,"Angola"
-0.585705384615385,"AO201500000159",-11.03028,17.05684,"AO",2015,"Angola"
0.3692356,"AO201500000160",-6.136623,12.379944,"AO",2015,"Angola"
-0.200072692307692,"AO201500000161",-14.66879,17.660465,"AO",2015,"Angola"
0.6598,"AO201500000162",-5.632512,12.17568,"AO",2015,"Angola"
1.30172461538462,"AO201500000163",-8.763538,13.302935,"AO",2015,"Angola"
0.810566538461538,"AO201500000164",-14.949819,13.473267,"AO",2015,"Angola"
-0.710622692307692,"AO201500000165",-13.166215,15.196275,"AO",2015,"Angola"
-1.18486043478261,"AO201500000166",-16.709127,15.839561,"AO",2015,"Angola"
0.77250652173913,"AO201500000167",-8.977462,13.157576,"AO",2015,"Angola"
-0.4743524,"AO201500000168",-7.563906,15.018431,"AO",2015,"Angola"
1.1463875,"AO201500000169",-8.592545,13.654425,"AO",2015,"Angola"
1.47818038461538,"AO201500000170",-15.188462,12.152522,"AO",2015,"Angola"
0.955641153846154,"AO201500000171",-12.371358,13.590602,"AO",2015,"Angola"
-0.981952692307692,"AO201500000172",-13.619158,14.687235,"AO",2015,"Angola"
1.15085923076923,"AO201500000173",-14.908194,13.493841,"AO",2015,"Angola"
-1.27879230769231,"AO201500000174",-14.350416,13.190048,"AO",2015,"Angola"
-0.490135384615385,"AO201500000175",-6.031846,14.137272,"AO",2015,"Angola"
-0.749779615384616,"AO201500000176",-6.972607,16.142523,"AO",2015,"Angola"
-0.854091923076923,"AO201500000177",-11.929634,15.808367,"AO",2015,"Angola"
-1.03678076923077,"AO201500000178",-6.342172,16.350166,"AO",2015,"Angola"
0.0304034615384615,"AO201500000179",-8.656837,16.532002,"AO",2015,"Angola"
-0.514426538461539,"AO201500000180",-7.79601,15.23578,"AO",2015,"Angola"
-0.719052307692308,"AO201500000181",-13.436207,18.883575,"AO",2015,"Angola"
-0.311383461538462,"AO201500000182",-9.683938,20.393702,"AO",2015,"Angola"
-0.668142307692308,"AO201500000183",-14.104494,21.425386,"AO",2015,"Angola"
-0.371549230769231,"AO201500000184",-10.818325,14.419114,"AO",2015,"Angola"
-0.174427307692308,"AO201500000185",-9.518101,16.273402,"AO",2015,"Angola"
1.17883269230769,"AO201500000186",-8.918549,13.234823,"AO",2015,"Angola"
-0.104890769230769,"AO201500000187",-7.926358,15.041177,"AO",2015,"Angola"
-0.987315384615385,"AO201500000188",-14.328936,14.469405,"AO",2015,"Angola"
-1.32468923076923,"AO201500000189",-16.84332,15.712141,"AO",2015,"Angola"
0.486916153846154,"AO201500000190",-9.298273,14.931836,"AO",2015,"Angola"
-0.531698076923077,"AO201500000191",-10.701804,22.240186,"AO",2015,"Angola"
-0.750800384615385,"AO201500000192",-10.871485,14.687334,"AO",2015,"Angola"
-0.283111153846154,"AO201500000193",-7.688141,21.36087,"AO",2015,"Angola"
0.402583076923077,"AO201500000194",-17.997039,21.432267,"AO",2015,"Angola"
-0.719118846153846,"AO201500000195",-13.256458,15.614284,"AO",2015,"Angola"
-1.257045,"AO201500000196",-13.980614,13.098154,"AO",2015,"Angola"
-0.379248076923077,"AO201500000197",-16.327725,22.032553,"AO",2015,"Angola"
0.724815769230769,"AO201500000198",-12.411371,16.92551,"AO",2015,"Angola"
0.802920769230769,"AO201500000199",-8.88388,13.30658,"AO",2015,"Angola"
0.67469,"AO201500000200",-9.66931,14.471415,"AO",2015,"Angola"
-1.31621038461538,"AO201500000201",-17.175198,15.109984,"AO",2015,"Angola"
-0.758886923076923,"AO201500000202",-11.525136,20.723092,"AO",2015,"Angola"
0.914041153846154,"AO201500000203",-8.65226,13.517859,"AO",2015,"Angola"
0.197864615384615,"AO201500000204",-15.678227,15.788916,"AO",2015,"Angola"
-0.710468461538462,"AO201500000205",-14.705272,18.677123,"AO",2015,"Angola"
-1.30480961538462,"AO201500000206",-17.048349,15.440339,"AO",2015,"Angola"
-0.905357692307692,"AO201500000207",-11.270709,16.693282,"AO",2015,"Angola"
-0.612802307692308,"AO201500000208",-7.852511,13.721998,"AO",2015,"Angola"
0.728055,"AO201500000209",-14.927053,13.508683,"AO",2015,"Angola"
0.768212307692308,"AO201500000210",-9.685911,14.441512,"AO",2015,"Angola"
-0.603708461538462,"AO201500000211",-7.227613,15.793235,"AO",2015,"Angola"
-1.13304846153846,"AO201500000212",-13.179137,13.878191,"AO",2015,"Angola"
-0.812753846153846,"AO201500000213",-8.630636,14.924763,"AO",2015,"Angola"
-1.2628328,"AO201500000214",-16.431967,14.799341,"AO",2015,"Angola"
0.216065769230769,"AO201500000215",-8.905893,13.211567,"AO",2015,"Angola"
-0.521195384615385,"AO201500000216",-13.550179,16.014597,"AO",2015,"Angola"
-0.783226923076923,"AO201500000217",-9.834119,14.826709,"AO",2015,"Angola"
0.763018846153846,"AO201500000218",-15.191882,12.154841,"AO",2015,"Angola"
0.779991153846154,"AO201500000219",-15.217429,12.131375,"AO",2015,"Angola"
-0.885434230769231,"AO201500000220",-8.748448,15.825732,"AO",2015,"Angola"
-1.27100730769231,"AO201500000221",-17.00246,16.224902,"AO",2015,"Angola"
-0.522338846153846,"AO201500000222",-11.899668,22.91323,"AO",2015,"Angola"
0.899898846153846,"AO201500000223",-8.679251,13.444547,"AO",2015,"Angola"
1.63742230769231,"AO201500000224",-8.702282,13.449153,"AO",2015,"Angola"
-0.805041153846154,"AO201500000225",-12.100308,15.252124,"AO",2015,"Angola"
2.15321,"AO201500000226",-8.84601,13.232315,"AO",2015,"Angola"
-0.663122692307692,"AO201500000227",-14.65584,17.760534,"AO",2015,"Angola"
-0.557205769230769,"AO201500000228",-7.601551,15.208601,"AO",2015,"Angola"
0.573892307692308,"AO201500000229",-12.401092,13.577186,"AO",2015,"Angola"
0.317128846153846,"AO201500000230",-9.556523,16.342303,"AO",2015,"Angola"
-0.699937307692308,"AO201500000231",-9.335639,14.930198,"AO",2015,"Angola"
-0.810131923076923,"AO201500000232",-11.133521,14.920621,"AO",2015,"Angola"
-0.956776153846154,"AO201500000233",-14.746594,13.716287,"AO",2015,"Angola"
0.191717692307692,"AO201500000234",-17.984013,20.775295,"AO",2015,"Angola"
-0.936587142857143,"AO201500000235",-12.490435,14.578187,"AO",2015,"Angola"
-0.707230769230769,"AO201500000236",-9.177717,15.239061,"AO",2015,"Angola"
-1.26102923076923,"AO201500000237",-14.73289297,14.07507131,"AO",2015,"Angola"
-0.7194736,"AO201500000238",-11.147339,14.43988,"AO",2015,"Angola"
1.38994115384615,"AO201500000239",-10.736612,13.758538,"AO",2015,"Angola"
2.2358225,"AO201500000240",-5.554035,12.257094,"AO",2015,"Angola"
0.998531923076923,"AO201500000241",-9.668645,20.39878,"AO",2015,"Angola"
1.22356576923077,"AO201500000242",-12.386492,16.93995,"AO",2015,"Angola"
-0.118546538461538,"AO201500000243",-9.552646,16.331424,"AO",2015,"Angola"
0.204540769230769,"AO201500000244",-6.290605,14.242603,"AO",2015,"Angola"
1.74319038461538,"AO201500000245",-15.814231,11.839615,"AO",2015,"Angola"
-0.162151538461538,"AO201500000246",-9.286521,14.919765,"AO",2015,"Angola"
1.2573375,"AO201500000247",-8.884638,13.256952,"AO",2015,"Angola"
0.118197307692308,"AO201500000248",-13.818763,14.672862,"AO",2015,"Angola"
-0.819154615384615,"AO201500000249",-12.151271,17.011972,"AO",2015,"Angola"
0.148166538461538,"AO201500000250",-12.244322,15.570531,"AO",2015,"Angola"
1.31756692307692,"AO201500000251",-5.583285,12.179857,"AO",2015,"Angola"
-0.228298461538462,"AO201500000252",-8.103137,20.849831,"AO",2015,"Angola"
0.563258846153846,"AO201500000253",-6.194852,12.377163,"AO",2015,"Angola"
0.80919,"AO201500000254",-9.661695,20.402314,"AO",2015,"Angola"
1.15512576923077,"AO201500000255",-12.37842,13.58616,"AO",2015,"Angola"
0.500858461538462,"AO201500000256",-14.884396,13.514675,"AO",2015,"Angola"
-0.410295384615385,"AO201500000257",-12.902993,15.255636,"AO",2015,"Angola"
0.669833076923077,"AO201500000258",-7.624652,15.023038,"AO",2015,"Angola"
0.509668076923077,"AO201500000259",-6.156192,12.380267,"AO",2015,"Angola"
0.979176923076923,"AO201500000260",-12.589898,13.38909,"AO",2015,"Angola"
-0.234796153846154,"AO201500000261",-14.684206,17.696709,"AO",2015,"Angola"
1.36033769230769,"AO201500000262",-8.884093,13.197658,"AO",2015,"Angola"
0.742428846153846,"AO201500000263",-12.776091,15.750252,"AO",2015,"Angola"
1.31377739130435,"AO201500000264",-12.789576,15.735143,"AO",2015,"Angola"
1.34995038461538,"AO201500000265",-11.787877,19.898533,"AO",2015,"Angola"
0.993155769230769,"AO201500000266",-8.759273,13.407792,"AO",2015,"Angola"
1.448105,"AO201500000267",-8.924989,13.332303,"AO",2015,"Angola"
-0.718452692307692,"AO201500000268",-11.564515,19.969817,"AO",2015,"Angola"
-0.805472692307692,"AO201500000269",-6.682383,15.780581,"AO",2015,"Angola"
-0.518798076923077,"AO201500000270",-6.483018,12.740917,"AO",2015,"Angola"
1.06144230769231,"AO201500000271",-8.838489,13.312723,"AO",2015,"Angola"
-0.704295,"AO201500000272",-8.35536,15.290673,"AO",2015,"Angola"
-0.0582623076923077,"AO201500000273",-8.201536,15.379319,"AO",2015,"Angola"
-1.3237564,"AO201500000274",-16.53083,15.498526,"AO",2015,"Angola"
0.526603461538461,"AO201500000275",-12.764324,15.716719,"AO",2015,"Angola"
-0.600672692307692,"AO201500000276",-8.777815,18.011171,"AO",2015,"Angola"
-0.823077692307692,"AO201500000277",-8.631716,17.59608,"AO",2015,"Angola"
0.949478461538461,"AO201500000278",-9.544321,16.352572,"AO",2015,"Angola"
-0.532005769230769,"AO201500000279",-6.87962,12.78941,"AO",2015,"Angola"
1.19245423076923,"AO201500000280",-5.561586,12.178046,"AO",2015,"Angola"
0.134631538461538,"AO201500000281",-8.18731,15.370707,"AO",2015,"Angola"
1.32500307692308,"AO201500000282",-5.558469,12.188053,"AO",2015,"Angola"
-0.365575384615385,"AO201500000283",-8.506762,14.590192,"AO",2015,"Angola"
-1.01473153846154,"AO201500000284",-6.1178,15.705339,"AO",2015,"Angola"
-0.596117692307692,"AO201500000285",-9.636136,20.402054,"AO",2015,"Angola"
0.0682711538461539,"AO201500000286",-11.788727,19.916287,"AO",2015,"Angola"
-0.704455769230769,"AO201500000287",-11.681726,15.706837,"AO",2015,"Angola"
-0.855971923076923,"AO201500000288",-11.7862,23.046991,"AO",2015,"Angola"
-0.5429444,"AO201500000289",-9.187707,14.019221,"AO",2015,"Angola"
-0.948378846153846,"AO201500000290",-11.34572,17.279818,"AO",2015,"Angola"
-0.763046153846154,"AO201500000291",-10.671992,22.191444,"AO",2015,"Angola"
-1.216215,"AO201500000292",-14.981837,14.355599,"AO",2015,"Angola"
1.52546615384615,"AO201500000293",-15.213961,12.124705,"AO",2015,"Angola"
1.02001538461538,"AO201500000294",-8.926088,13.235646,"AO",2015,"Angola"
-0.988824230769231,"AO201500000295",-11.761382,14.727963,"AO",2015,"Angola"
-0.944565,"AO201500000296",-12.173636,17.473935,"AO",2015,"Angola"
-0.347704615384615,"AO201500000297",-5.41625,12.479726,"AO",2015,"Angola"
0.580054230769231,"AO201500000298",-17.370979,15.872234,"AO",2015,"Angola"
-1.16478807692308,"AO201500000299",-16.492412,15.108074,"AO",2015,"Angola"
-0.776424615384615,"AO201500000300",-11.588237,20.723548,"AO",2015,"Angola"
0.539511538461538,"AO201500000301",-7.620949,15.060354,"AO",2015,"Angola"
-0.193327692307692,"AO201500000302",-12.403908,16.916294,"AO",2015,"Angola"
0.872121538461538,"AO201500000303",-8.943728,13.167671,"AO",2015,"Angola"
1.59556730769231,"AO201500000304",-8.995648,13.408029,"AO",2015,"Angola"
-0.311023846153846,"AO201500000305",-14.676915,17.720213,"AO",2015,"Angola"
-0.9202944,"AO201500000306",-10.587051,14.519818,"AO",2015,"Angola"
-0.784660384615384,"AO201500000307",-9.039109,14.696982,"AO",2015,"Angola"
1.49465307692308,"AO201500000308",-8.838518,13.299758,"AO",2015,"Angola"
-0.906739615384616,"AO201500000309",-11.333579,16.872665,"AO",2015,"Angola"
-0.517959230769231,"AO201500000310",-11.088295,20.675662,"AO",2015,"Angola"
1.27370076923077,"AO201500000311",-8.888359,13.351783,"AO",2015,"Angola"
0.723827692307692,"AO201500000312",-5.559894,12.23882,"AO",2015,"Angola"
0.311537692307692,"AO201500000313",-8.390212,13.615746,"AO",2015,"Angola"
-0.839949615384615,"AO201500000314",-8.52747,17.819007,"AO",2015,"Angola"
0.269862307692308,"AO201500000315",-7.861994,13.114573,"AO",2015,"Angola"
-1.15443538461538,"AO201500000316",-17.330894,16.047011,"AO",2015,"Angola"
-0.452318076923077,"AO201500000317",-7.764591,15.27465,"AO",2015,"Angola"
-0.873158076923077,"AO201500000318",-13.980713,12.441555,"AO",2015,"Angola"
-0.918069230769231,"AO201500000319",-7.523134,16.523395,"AO",2015,"Angola"
-0.823675769230769,"AO201500000320",-12.468289,16.179789,"AO",2015,"Angola"
-0.24316,"AO201500000321",-8.434664,18.647106,"AO",2015,"Angola"
-0.111162692307692,"AO201500000322",-12.36252,16.941282,"AO",2015,"Angola"
-0.856207307692308,"AO201500000323",-9.994641,20.259191,"AO",2015,"Angola"
-0.767173076923077,"AO201500000324",-15.113606,13.381176,"AO",2015,"Angola"
-0.52483,"AO201500000325",-9.49385,14.362298,"AO",2015,"Angola"
-0.723734615384615,"AO201500000326",-7.994098,14.420852,"AO",2015,"Angola"
-0.6229,"AO201500000327",-6.921938,16.388001,"AO",2015,"Angola"
-0.461365769230769,"AO201500000328",-9.790881,16.394363,"AO",2015,"Angola"
-0.951346153846154,"AO201500000329",-10.765318,15.312279,"AO",2015,"Angola"
-1.17405423076923,"AO201500000330",-16.309373,14.387039,"AO",2015,"Angola"
1.43433384615385,"AO201500000331",-8.78074,13.358384,"AO",2015,"Angola"
-0.310126538461538,"AO201500000332",-11.501615,16.685102,"AO",2015,"Angola"
2.14739346153846,"AO201500000333",-8.898778,13.258554,"AO",2015,"Angola"
0.843448461538462,"AO201500000334",-14.894492,15.083481,"AO",2015,"Angola"
0.695406923076923,"AO201500000335",-9.150102,14.7587,"AO",2015,"Angola"
-1.02901153846154,"AO201500000337",-15.381535,17.649758,"AO",2015,"Angola"
0.655331538461539,"AO201500000338",-5.572842,12.212001,"AO",2015,"Angola"
0.417223461538462,"AO201500000339",-14.93925,13.555787,"AO",2015,"Angola"
-1.37814615384615,"AO201500000340",-16.547091,15.382307,"AO",2015,"Angola"
-0.365643846153846,"AO201500000341",-9.642946,20.373784,"AO",2015,"Angola"
0.810668846153846,"AO201500000342",-7.363907,20.852452,"AO",2015,"Angola"
-1.29614818181818,"AO201500000343",-17.25423651,15.35987217,"AO",2015,"Angola"
0.371734230769231,"AO201500000344",-12.181217,15.860889,"AO",2015,"Angola"
2.01712368421053,"AO201500000345",-8.843191,13.212217,"AO",2015,"Angola"
0.357345,"AO201500000346",-6.227983,12.385969,"AO",2015,"Angola"
-0.641975384615385,"AO201500000347",-8.233881,14.543561,"AO",2015,"Angola"
